Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-February-2024,250.05,254.37,250.05,253.20,252.993047696038803556,12370,353,3129524.00,10263,82.97,4.32,3.15
8-February-2024,251.00,253.69,251.00,252.68,252.769756909141325445,10819,274,2734716.00,9509,87.89,2.69,1.68
7-February-2024,255.00,255.00,252.28,253.03,253.660043412923693437,5989,205,1519170.00,5467,91.28,2.72,-1.97
6-February-2024,245.20,253.00,245.20,252.60,251.318568597738664179,8579,328,2156062.00,6754,78.73,7.80,7.40
5-February-2024,251.17,256.42,246.95,247.57,249.685533855689393053,17102,425,4270122.00,16443,96.15,9.47,-3.60
2-February-2024,253.80,253.80,249.57,250.17,250.961608113002535313,2761,163,692905.00,1826,66.14,4.23,-3.63
1-February-2024,254.99,254.99,250.24,251.25,252.291740746727008243,6187,188,1560929.00,5584,90.25,4.75,-3.74
31-January-2024,247.11,254.05,247.10,253.01,250.701524357744376932,9381,331,2351831.00,5896,62.85,6.95,5.90
30-January-2024,246.92,250.48,246.36,247.05,248.918523931311655096,2737,113,681290.00,2524,92.22,4.12,0.13
29-January-2024,252.70,252.70,245.05,246.92,247.460032626427406199,15938,486,3944018.00,10705,67.17,7.65,-5.78
25-January-2024,248.05,251.59,246.79,250.10,249.967954070981210855,9580,283,2394693.00,4413,46.06,4.80,2.05
24-January-2024,248.35,251.50,244.79,251.01,248.419118428040361125,9415,323,2338866.00,8074,85.76,6.71,2.66
23-January-2024,252.00,252.00,241.90,245.59,244.479040944215462919,172503,2351,42173368.00,160353,92.96,10.10,-6.41
20-January-2024,252.20,252.30,245.81,250.07,248.972880036332965678,30826,835,7674838.00,24854,80.63,6.49,-2.13
19-January-2024,251.00,253.67,249.99,251.01,250.916324133881385789,6812,365,1709242.00,6493,95.32,3.68,0.01
18-January-2024,253.70,254.80,250.10,251.53,252.934953426653483894,19217,607,4860651.00,14263,74.22,4.70,-2.17
17-January-2024,252.08,254.79,249.49,254.09,251.703147743813682678,10992,558,2766721.00,6186,56.28,5.30,2.01
16-January-2024,251.00,253.34,251.00,252.25,252.884245220830586684,7585,120,1918127.00,6561,86.50,2.34,1.25
15-January-2024,247.50,253.84,247.50,250.27,250.566631243358129649,28230,454,7073496.00,25857,91.59,6.34,2.77
12-January-2024,252.00,253.55,244.00,251.88,251.104897660818713450,19152,1220,4809161.00,16532,86.32,9.55,-0.12
